distance_km,nominal_speed_kmph,slope_deg,rainfall_mm,risk_score,elevation_m,vehicle_type,nominal_time_mins,actual_time_mins,delay_mins,delay_probability,primary_delay_cause
69.92,51.7,12.8,10.04,0.38,240,Light Disaster Utility (4WD),81.1,134.9,53.8,0.281,Standard Mountain Traffic Flow
304.33,45.0,22.0,5.32,0.666,1400,4x4 Hill Freight Carrier,405.8,892.0,486.3,0.474,Active Landslide Clearance / Road Blockage
137.36,45.0,6.0,19.14,0.286,320,Refrigerated Medical Van,183.1,231.5,48.3,0.229,Standard Mountain Traffic Flow
66.91,51.7,12.8,56.66,0.609,240,Light Disaster Utility (4WD),77.6,150.4,72.8,0.511,Standard Mountain Traffic Flow
332.73,51.7,18.0,33.88,0.628,1500,Light Disaster Utility (4WD),385.8,718.2,332.4,0.49,Standard Mountain Traffic Flow
170.73,51.7,6.0,3.65,0.188,320,Light Disaster Utility (4WD),197.9,217.2,19.2,0.137,Standard Mountain Traffic Flow
164.41,33.8,4.2,13.31,0.209,95,Heavy Supply Truck (16T),292.3,339.6,47.3,0.166,Standard Mountain Traffic Flow
433.77,33.8,18.0,8.0,0.425,1500,Heavy Supply Truck (16T),771.1,1066.2,295.1,0.309,Standard Mountain Traffic Flow
52.04,45.0,12.8,1.65,0.306,240,4x4 Hill Freight Carrier,69.4,83.1,13.8,0.217,Standard Mountain Traffic Flow
85.84,34.5,24.2,46.56,0.842,3200,Light Disaster Utility (4WD),149.3,359.3,210.0,0.659,Steep Mountain Grade & Hairpin Bends
435.62,33.8,21.0,101.81,1.0,1650,Heavy Supply Truck (16T),774.4,2519.4,1744.9,0.853,Active Landslide Clearance / Road Blockage
321.05,51.7,22.0,8.74,0.577,1400,Light Disaster Utility (4WD),372.2,609.8,237.5,0.417,Steep Mountain Grade & Hairpin Bends
335.69,33.8,8.5,55.41,0.481,350,Heavy Supply Truck (16T),596.8,1017.5,420.7,0.42,Standard Mountain Traffic Flow
204.99,51.7,6.0,145.42,0.765,320,Light Disaster Utility (4WD),237.7,645.2,407.5,0.754,Torrential Rainfall & Reduced Visibility
153.62,45.0,4.2,170.18,0.915,95,4x4 Hill Freight Carrier,204.8,810.8,605.9,0.895,Active Landslide Clearance / Road Blockage
229.68,45.0,4.2,15.66,0.217,95,Refrigerated Medical Van,306.2,361.4,55.2,0.175,Standard Mountain Traffic Flow
49.49,45.0,12.8,10.38,0.395,240,Refrigerated Medical Van,66.0,89.3,23.3,0.292,Standard Mountain Traffic Flow
161.35,51.7,4.2,47.14,0.315,95,Light Disaster Utility (4WD),187.1,268.6,81.6,0.291,Standard Mountain Traffic Flow
67.23,20.0,31.4,1.38,0.631,4170,Refrigerated Medical Van,201.7,343.8,142.1,0.443,Steep Mountain Grade & Hairpin Bends
114.68,30.0,24.2,91.65,1.0,3200,Refrigerated Medical Van,229.4,701.4,472.1,0.837,Torrential Rainfall & Reduced Visibility
50.61,30.0,16.0,8.13,0.366,2100,Refrigerated Medical Van,101.2,131.9,30.7,0.269,Standard Mountain Traffic Flow
175.07,45.0,4.2,20.27,0.117,95,Refrigerated Medical Van,233.4,265.0,31.6,0.113,Standard Mountain Traffic Flow
293.53,45.0,22.0,19.7,0.696,1400,Refrigerated Medical Van,391.4,756.5,365.1,0.517,Steep Mountain Grade & Hairpin Bends
120.81,30.0,26.5,6.29,0.507,2450,4x4 Hill Freight Carrier,241.6,363.1,121.5,0.364,Steep Mountain Grade & Hairpin Bends
373.92,45.0,8.5,45.54,0.48,350,Refrigerated Medical Van,498.6,825.1,326.5,0.404,Standard Mountain Traffic Flow
104.38,30.0,24.2,13.12,0.69,3200,4x4 Hill Freight Carrier,208.8,393.7,184.9,0.503,Steep Mountain Grade & Hairpin Bends
66.85,45.0,12.8,4.82,0.377,240,Refrigerated Medical Van,89.1,115.9,26.8,0.271,Standard Mountain Traffic Flow
408.25,45.0,8.5,3.32,0.296,350,4x4 Hill Freight Carrier,544.3,650.6,106.2,0.212,Standard Mountain Traffic Flow
83.43,30.0,24.2,1.76,0.681,3200,Refrigerated Medical Van,166.9,421.4,254.5,0.48,Active Landslide Clearance / Road Blockage
773.41,33.8,21.0,0.64,0.641,1650,Heavy Supply Truck (16T),1375.0,2366.6,991.6,0.449,Steep Mountain Grade & Hairpin Bends
83.96,34.5,24.2,16.77,0.685,3200,Light Disaster Utility (4WD),146.0,276.4,130.4,0.505,Steep Mountain Grade & Hairpin Bends
118.09,20.0,14.5,18.65,0.291,1550,4x4 Hill Freight Carrier,354.3,448.6,94.4,0.231,Standard Mountain Traffic Flow
54.22,23.0,31.4,7.11,0.758,4170,Light Disaster Utility (4WD),141.4,401.0,259.6,0.541,Active Landslide Clearance / Road Blockage
293.72,45.0,22.0,9.41,0.692,1400,Refrigerated Medical Van,391.6,733.3,341.7,0.499,Steep Mountain Grade & Hairpin Bends
121.07,30.0,26.5,13.75,0.669,2450,Refrigerated Medical Van,242.1,644.1,401.9,0.489,Active Landslide Clearance / Road Blockage
38.5,30.0,16.0,1.5,0.439,2100,Refrigerated Medical Van,77.0,105.6,28.6,0.31,Standard Mountain Traffic Flow
717.36,45.0,21.0,21.84,0.672,1650,Refrigerated Medical Van,956.5,1808.7,852.2,0.503,Steep Mountain Grade & Hairpin Bends
384.16,45.0,8.5,4.17,0.319,350,4x4 Hill Freight Carrier,512.2,627.5,115.3,0.229,Standard Mountain Traffic Flow
123.43,15.0,14.5,18.83,0.281,1550,Heavy Supply Truck (16T),493.7,620.8,127.1,0.225,Standard Mountain Traffic Flow
61.96,22.5,16.0,63.37,0.569,2100,Heavy Supply Truck (16T),165.2,356.1,190.9,0.493,Active Landslide Clearance / Road Blockage
414.97,51.7,18.0,15.04,0.653,1500,Light Disaster Utility (4WD),481.1,874.8,393.7,0.48,Standard Mountain Traffic Flow
97.41,30.0,26.5,15.68,0.555,2450,Refrigerated Medical Van,194.8,318.1,123.3,0.412,Steep Mountain Grade & Hairpin Bends
96.48,20.0,14.5,42.93,0.442,1550,4x4 Hill Freight Carrier,289.4,458.0,168.6,0.374,Standard Mountain Traffic Flow
63.29,45.0,12.8,2.1,0.401,240,Refrigerated Medical Van,84.4,111.4,27.0,0.284,Standard Mountain Traffic Flow
71.75,45.0,12.8,11.71,0.382,240,Refrigerated Medical Van,95.7,128.4,32.7,0.285,Standard Mountain Traffic Flow
313.2,33.8,22.0,2.39,0.658,1400,Heavy Supply Truck (16T),556.8,1098.2,541.4,0.464,Active Landslide Clearance / Road Blockage
113.03,30.0,26.5,47.8,0.762,2450,Refrigerated Medical Van,226.1,710.9,484.9,0.605,Active Landslide Clearance / Road Blockage
45.4,30.0,16.0,16.86,0.419,2100,4x4 Hill Freight Carrier,90.8,176.8,86.1,0.319,Active Landslide Clearance / Road Blockage
49.45,34.5,16.0,6.64,0.416,2100,Light Disaster Utility (4WD),86.0,117.2,31.2,0.301,Standard Mountain Traffic Flow
49.46,30.0,16.0,6.06,0.473,2100,4x4 Hill Freight Carrier,98.9,178.8,79.9,0.34,Active Landslide Clearance / Road Blockage
37.97,22.5,16.0,38.6,0.52,2100,Heavy Supply Truck (16T),101.3,170.8,69.5,0.422,Standard Mountain Traffic Flow
200.11,51.7,22.0,40.25,0.673,1400,Light Disaster Utility (4WD),232.0,671.6,439.6,0.531,Active Landslide Clearance / Road Blockage
414.73,45.0,8.5,1.0,0.222,350,4x4 Hill Freight Carrier,553.0,614.8,61.9,0.157,Standard Mountain Traffic Flow
98.72,20.0,14.5,61.42,0.427,1550,4x4 Hill Freight Carrier,296.2,489.7,193.5,0.391,Torrential Rainfall & Reduced Visibility
451.77,51.7,18.0,29.17,0.619,1500,Light Disaster Utility (4WD),523.8,953.3,429.5,0.477,Standard Mountain Traffic Flow
130.57,20.0,14.5,38.81,0.381,1550,Refrigerated Medical Van,391.7,578.3,186.5,0.325,Standard Mountain Traffic Flow
97.65,30.0,24.2,15.45,0.709,3200,Refrigerated Medical Van,195.3,515.8,320.5,0.52,Active Landslide Clearance / Road Blockage
101.53,30.0,24.2,62.7,0.827,3200,4x4 Hill Freight Carrier,203.1,724.1,521.0,0.673,Active Landslide Clearance / Road Blockage
93.99,22.5,24.2,5.92,0.581,3200,Heavy Supply Truck (16T),250.6,408.7,158.1,0.415,Steep Mountain Grade & Hairpin Bends
121.4,30.0,26.5,140.53,1.0,2450,Refrigerated Medical Van,242.8,801.9,559.1,0.911,Torrential Rainfall & Reduced Visibility
510.64,45.0,21.0,62.66,0.887,1650,4x4 Hill Freight Carrier,680.9,1771.9,1091.1,0.715,Torrential Rainfall & Reduced Visibility
402.98,45.0,18.0,66.03,0.761,1500,4x4 Hill Freight Carrier,537.3,1378.1,840.8,0.632,Active Landslide Clearance / Road Blockage
316.44,51.7,8.5,37.68,0.422,350,Light Disaster Utility (4WD),366.9,560.1,193.2,0.352,Standard Mountain Traffic Flow
79.38,45.0,12.8,35.23,0.485,240,4x4 Hill Freight Carrier,105.8,170.5,64.7,0.392,Standard Mountain Traffic Flow
723.68,45.0,21.0,55.55,0.872,1650,4x4 Hill Freight Carrier,964.9,2622.5,1657.6,0.694,Active Landslide Clearance / Road Blockage
398.63,33.8,18.0,29.49,0.586,1500,Heavy Supply Truck (16T),708.7,1246.2,537.5,0.454,Standard Mountain Traffic Flow
293.84,51.7,22.0,90.07,1.0,1400,Light Disaster Utility (4WD),340.7,1174.9,834.2,0.835,Active Landslide Clearance / Road Blockage
69.7,45.0,12.8,40.07,0.539,240,4x4 Hill Freight Carrier,92.9,215.2,122.2,0.438,Active Landslide Clearance / Road Blockage
239.56,33.8,22.0,1.89,0.758,1400,Heavy Supply Truck (16T),425.9,843.4,417.5,0.533,Steep Mountain Grade & Hairpin Bends
299.11,45.0,22.0,33.62,0.801,1400,4x4 Hill Freight Carrier,398.8,1099.5,700.7,0.611,Active Landslide Clearance / Road Blockage
101.1,22.5,24.2,4.22,0.618,3200,Heavy Supply Truck (16T),269.6,456.6,187.0,0.439,Steep Mountain Grade & Hairpin Bends
78.57,20.0,31.4,65.97,0.892,4170,Refrigerated Medical Van,235.7,620.3,384.6,0.723,Torrential Rainfall & Reduced Visibility
599.4,33.8,21.0,2.58,0.531,1650,Heavy Supply Truck (16T),1065.6,1624.9,559.3,0.376,Steep Mountain Grade & Hairpin Bends
306.25,51.7,22.0,61.02,0.856,1400,Light Disaster Utility (4WD),355.1,892.7,537.6,0.691,Torrential Rainfall & Reduced Visibility
121.66,34.5,26.5,31.47,0.738,2450,Light Disaster Utility (4WD),211.6,661.6,450.0,0.564,Active Landslide Clearance / Road Blockage
297.03,45.0,22.0,83.65,0.905,1400,Refrigerated Medical Van,396.0,1147.5,751.5,0.759,Active Landslide Clearance / Road Blockage
197.53,45.0,6.0,11.93,0.339,320,Refrigerated Medical Van,263.4,339.2,75.8,0.255,Standard Mountain Traffic Flow
87.94,30.0,24.2,34.35,0.649,3200,4x4 Hill Freight Carrier,175.9,335.3,159.4,0.506,Steep Mountain Grade & Hairpin Bends
309.71,51.7,8.5,13.98,0.288,350,Light Disaster Utility (4WD),359.1,445.4,86.3,0.223,Standard Mountain Traffic Flow
84.26,30.0,26.5,106.32,0.954,2450,Refrigerated Medical Van,168.5,505.7,337.2,0.827,Torrential Rainfall & Reduced Visibility
361.2,33.8,18.0,23.76,0.625,1500,Heavy Supply Truck (16T),642.1,1159.6,517.5,0.473,Standard Mountain Traffic Flow
91.5,22.5,24.2,1.08,0.571,3200,Heavy Supply Truck (16T),244.0,387.7,143.7,0.401,Steep Mountain Grade & Hairpin Bends
44.78,33.8,12.8,14.32,0.419,240,Heavy Supply Truck (16T),79.6,111.9,32.3,0.315,Standard Mountain Traffic Flow
667.4,45.0,21.0,3.56,0.576,1650,4x4 Hill Freight Carrier,889.9,1433.3,543.4,0.409,Steep Mountain Grade & Hairpin Bends
38.29,30.0,16.0,21.16,0.378,2100,4x4 Hill Freight Carrier,76.6,105.9,29.4,0.296,Standard Mountain Traffic Flow
153.02,51.7,4.2,1.43,0.05,95,Light Disaster Utility (4WD),177.4,180.0,2.6,0.05,Standard Mountain Traffic Flow
468.05,33.8,21.0,16.54,0.673,1650,Heavy Supply Truck (16T),832.1,1776.5,944.4,0.496,Active Landslide Clearance / Road Blockage
70.57,51.7,12.8,50.72,0.581,240,Light Disaster Utility (4WD),81.8,151.9,70.1,0.483,Standard Mountain Traffic Flow
163.65,51.7,6.0,6.01,0.313,320,Light Disaster Utility (4WD),189.7,233.1,43.3,0.228,Standard Mountain Traffic Flow
125.5,23.0,14.5,158.65,0.903,1550,Light Disaster Utility (4WD),327.4,1022.9,695.5,0.87,Torrential Rainfall & Reduced Visibility
110.07,30.0,26.5,16.97,0.635,2450,Refrigerated Medical Van,220.1,427.8,207.7,0.47,Active Landslide Clearance / Road Blockage
71.5,20.0,31.4,13.71,0.802,4170,Refrigerated Medical Van,214.5,677.1,462.6,0.582,Active Landslide Clearance / Road Blockage
94.02,20.0,14.5,67.87,0.47,1550,Refrigerated Medical Van,282.1,493.5,211.5,0.431,Torrential Rainfall & Reduced Visibility
99.75,30.0,26.5,11.1,0.578,2450,Refrigerated Medical Van,199.5,329.4,129.9,0.421,Steep Mountain Grade & Hairpin Bends
35.16,30.0,16.0,14.03,0.49,2100,Refrigerated Medical Van,70.3,106.5,36.1,0.364,Standard Mountain Traffic Flow
202.28,33.8,6.0,11.88,0.341,320,Heavy Supply Truck (16T),359.6,463.8,104.2,0.256,Standard Mountain Traffic Flow
102.46,34.5,24.2,68.23,0.952,3200,Light Disaster Utility (4WD),178.2,500.0,321.8,0.769,Torrential Rainfall & Reduced Visibility
352.89,45.0,8.5,5.46,0.268,350,Refrigerated Medical Van,470.5,553.6,83.0,0.196,Standard Mountain Traffic Flow
231.35,33.8,4.2,0.4,0.05,95,Heavy Supply Truck (16T),411.3,415.1,3.8,0.05,Standard Mountain Traffic Flow
326.74,33.8,8.5,45.4,0.521,350,Heavy Supply Truck (16T),580.9,1000.5,419.7,0.433,Standard Mountain Traffic Flow
73.89,45.0,12.8,45.87,0.578,240,4x4 Hill Freight Carrier,98.5,225.5,127.0,0.473,Active Landslide Clearance / Road Blockage
354.48,33.8,8.5,123.31,0.705,350,Heavy Supply Truck (16T),630.2,1658.0,1027.8,0.678,Active Landslide Clearance / Road Blockage
125.98,20.0,14.5,77.6,0.506,1550,Refrigerated Medical Van,377.9,725.2,347.3,0.471,Torrential Rainfall & Reduced Visibility
295.89,45.0,18.0,63.99,0.765,1500,Refrigerated Medical Van,394.5,910.0,515.5,0.631,Torrential Rainfall & Reduced Visibility
102.15,30.0,26.5,32.38,0.731,2450,4x4 Hill Freight Carrier,204.3,423.3,219.0,0.56,Steep Mountain Grade & Hairpin Bends
221.65,45.0,22.0,62.91,0.868,1400,4x4 Hill Freight Carrier,295.5,822.0,526.4,0.702,Active Landslide Clearance / Road Blockage
65.99,22.5,24.2,42.27,0.743,3200,Heavy Supply Truck (16T),176.0,378.2,202.2,0.584,Steep Mountain Grade & Hairpin Bends
87.84,30.0,26.5,73.58,0.947,2450,Refrigerated Medical Van,175.7,584.0,408.3,0.773,Active Landslide Clearance / Road Blockage
208.17,45.0,22.0,25.65,0.696,1400,4x4 Hill Freight Carrier,277.6,699.1,421.5,0.526,Active Landslide Clearance / Road Blockage
287.69,33.8,22.0,42.54,0.791,1400,Heavy Supply Truck (16T),511.5,1157.0,645.6,0.618,Steep Mountain Grade & Hairpin Bends
455.5,33.8,8.5,29.23,0.494,350,Heavy Supply Truck (16T),809.8,1292.6,482.8,0.39,Standard Mountain Traffic Flow
92.57,20.0,31.4,51.34,0.92,4170,Refrigerated Medical Van,277.7,888.0,610.3,0.721,Active Landslide Clearance / Road Blockage
202.28,45.0,6.0,23.98,0.303,320,4x4 Hill Freight Carrier,269.7,352.2,82.5,0.248,Standard Mountain Traffic Flow
465.85,45.0,18.0,9.97,0.649,1500,4x4 Hill Freight Carrier,621.1,1107.9,486.7,0.469,Standard Mountain Traffic Flow
221.09,45.0,22.0,28.53,0.799,1400,4x4 Hill Freight Carrier,294.8,651.4,356.7,0.602,Steep Mountain Grade & Hairpin Bends
288.6,45.0,18.0,3.14,0.486,1500,Refrigerated Medical Van,384.8,558.7,173.9,0.345,Standard Mountain Traffic Flow
196.84,51.7,6.0,53.46,0.505,320,Light Disaster Utility (4WD),228.2,396.1,167.9,0.434,Standard Mountain Traffic Flow
75.43,33.8,12.8,5.67,0.46,240,Heavy Supply Truck (16T),134.1,190.8,56.7,0.33,Standard Mountain Traffic Flow
104.66,30.0,24.2,46.07,0.799,3200,4x4 Hill Freight Carrier,209.3,570.7,361.4,0.629,Active Landslide Clearance / Road Blockage
200.98,45.0,22.0,26.75,0.714,1400,4x4 Hill Freight Carrier,268.0,537.8,269.8,0.54,Steep Mountain Grade & Hairpin Bends
155.45,45.0,4.2,37.84,0.328,95,Refrigerated Medical Van,207.3,291.1,83.9,0.287,Standard Mountain Traffic Flow
179.74,51.7,4.2,5.46,0.12,95,Light Disaster Utility (4WD),208.4,221.4,13.0,0.092,Standard Mountain Traffic Flow
188.31,33.8,6.0,13.31,0.231,320,Heavy Supply Truck (16T),334.8,395.4,60.6,0.182,Standard Mountain Traffic Flow
260.63,33.8,8.5,3.06,0.341,350,Heavy Supply Truck (16T),463.3,577.2,113.9,0.243,Standard Mountain Traffic Flow
134.69,45.0,6.0,24.67,0.255,320,Refrigerated Medical Van,179.6,226.3,46.7,0.216,Standard Mountain Traffic Flow
282.85,51.7,8.5,7.13,0.287,350,Light Disaster Utility (4WD),327.9,395.2,67.2,0.212,Standard Mountain Traffic Flow
442.16,45.0,8.5,3.12,0.393,350,4x4 Hill Freight Carrier,589.5,774.1,184.5,0.28,Standard Mountain Traffic Flow
86.53,34.5,26.5,10.98,0.586,2450,Light Disaster Utility (4WD),150.5,250.7,100.2,0.427,Steep Mountain Grade & Hairpin Bends
67.33,23.0,31.4,10.77,0.815,4170,Light Disaster Utility (4WD),175.6,440.3,264.7,0.587,Active Landslide Clearance / Road Blockage
142.85,15.0,14.5,23.86,0.307,1550,Heavy Supply Truck (16T),571.4,748.4,177.1,0.25,Standard Mountain Traffic Flow
249.4,33.8,22.0,2.82,0.718,1400,Heavy Supply Truck (16T),443.4,1010.8,567.4,0.507,Active Landslide Clearance / Road Blockage
70.88,34.5,24.2,16.05,0.747,3200,Light Disaster Utility (4WD),123.3,249.8,126.6,0.547,Steep Mountain Grade & Hairpin Bends
79.33,23.0,31.4,33.4,0.882,4170,Light Disaster Utility (4WD),207.0,505.8,298.9,0.668,Steep Mountain Grade & Hairpin Bends
56.07,15.0,31.4,12.75,0.768,4170,Heavy Supply Truck (16T),224.3,674.0,449.7,0.557,Active Landslide Clearance / Road Blockage
211.18,45.0,4.2,1.44,0.082,95,4x4 Hill Freight Carrier,281.6,288.6,7.0,0.06,Standard Mountain Traffic Flow
80.03,45.0,12.8,52.92,0.456,240,Refrigerated Medical Van,106.7,176.4,69.7,0.398,Standard Mountain Traffic Flow
606.28,45.0,21.0,53.98,0.775,1650,4x4 Hill Freight Carrier,808.4,1844.1,1035.8,0.624,Steep Mountain Grade & Hairpin Bends
681.28,33.8,21.0,1.83,0.644,1650,Heavy Supply Truck (16T),1211.2,2100.3,889.1,0.454,Steep Mountain Grade & Hairpin Bends
165.77,45.0,4.2,5.62,0.209,95,Refrigerated Medical Van,221.0,248.3,27.3,0.155,Standard Mountain Traffic Flow
138.1,20.0,14.5,16.33,0.248,1550,4x4 Hill Freight Carrier,414.3,502.1,87.8,0.198,Standard Mountain Traffic Flow
102.11,22.5,24.2,19.57,0.807,3200,Heavy Supply Truck (16T),272.3,594.9,322.6,0.594,Steep Mountain Grade & Hairpin Bends
155.18,51.7,6.0,13.55,0.269,320,Light Disaster Utility (4WD),179.9,219.2,39.3,0.209,Standard Mountain Traffic Flow
512.68,45.0,21.0,81.82,0.984,1650,4x4 Hill Freight Carrier,683.6,2226.5,1542.9,0.812,Active Landslide Clearance / Road Blockage
130.04,33.8,6.0,205.57,0.999,320,Heavy Supply Truck (16T),231.2,838.3,607.1,0.98,Torrential Rainfall & Reduced Visibility
52.16,51.7,12.8,35.37,0.516,240,Light Disaster Utility (4WD),60.5,100.6,40.1,0.414,Standard Mountain Traffic Flow
56.52,30.0,16.0,8.2,0.37,2100,Refrigerated Medical Van,113.0,189.8,76.7,0.271,Active Landslide Clearance / Road Blockage
38.65,34.5,16.0,3.3,0.339,2100,Light Disaster Utility (4WD),67.2,83.7,16.5,0.242,Standard Mountain Traffic Flow
53.56,22.5,16.0,45.3,0.447,2100,Heavy Supply Truck (16T),142.8,263.3,120.5,0.381,Active Landslide Clearance / Road Blockage
105.04,20.0,14.5,96.55,0.567,1550,4x4 Hill Freight Carrier,315.1,648.9,333.7,0.542,Torrential Rainfall & Reduced Visibility
72.23,45.0,12.8,7.0,0.42,240,Refrigerated Medical Van,96.3,174.6,78.3,0.304,Active Landslide Clearance / Road Blockage
47.36,30.0,16.0,49.84,0.469,2100,Refrigerated Medical Van,94.7,157.1,62.4,0.403,Standard Mountain Traffic Flow
131.06,20.0,14.5,21.11,0.286,1550,4x4 Hill Freight Carrier,393.2,500.8,107.6,0.232,Standard Mountain Traffic Flow
104.91,34.5,24.2,93.98,1.0,3200,Light Disaster Utility (4WD),182.5,657.1,474.6,0.841,Active Landslide Clearance / Road Blockage
94.79,30.0,26.5,65.93,0.852,2450,4x4 Hill Freight Carrier,189.6,479.6,290.0,0.696,Torrential Rainfall & Reduced Visibility
55.88,23.0,31.4,21.03,0.775,4170,Light Disaster Utility (4WD),145.8,308.4,162.6,0.574,Steep Mountain Grade & Hairpin Bends
490.87,45.0,21.0,4.11,0.577,1650,Refrigerated Medical Van,654.5,1086.6,432.1,0.41,Steep Mountain Grade & Hairpin Bends
142.33,45.0,6.0,85.26,0.547,320,Refrigerated Medical Van,189.8,373.2,183.4,0.511,Torrential Rainfall & Reduced Visibility
182.27,51.7,4.2,12.19,0.191,95,Light Disaster Utility (4WD),211.3,241.3,30.0,0.152,Standard Mountain Traffic Flow
127.12,23.0,14.5,30.32,0.351,1550,Light Disaster Utility (4WD),331.6,462.7,131.1,0.292,Standard Mountain Traffic Flow
61.42,34.5,16.0,6.96,0.495,2100,Light Disaster Utility (4WD),106.8,158.8,52.0,0.357,Standard Mountain Traffic Flow
223.24,51.7,4.2,1.81,0.175,95,Light Disaster Utility (4WD),258.8,279.2,20.3,0.125,Standard Mountain Traffic Flow
169.56,51.7,4.2,97.69,0.398,95,Light Disaster Utility (4WD),196.6,401.8,205.2,0.425,Active Landslide Clearance / Road Blockage
630.27,45.0,21.0,0.4,0.633,1650,4x4 Hill Freight Carrier,840.4,1481.3,640.9,0.444,Active Landslide Clearance / Road Blockage
70.88,33.8,12.8,5.42,0.321,240,Heavy Supply Truck (16T),126.0,155.6,29.6,0.233,Standard Mountain Traffic Flow
117.34,34.5,26.5,14.12,0.631,2450,Light Disaster Utility (4WD),204.1,391.9,187.8,0.463,Active Landslide Clearance / Road Blockage
441.24,45.0,8.5,0.29,0.297,350,Refrigerated Medical Van,588.3,695.3,107.0,0.209,Standard Mountain Traffic Flow
143.07,30.0,26.5,26.71,0.755,2450,Refrigerated Medical Van,286.1,600.3,314.2,0.568,Steep Mountain Grade & Hairpin Bends
452.93,51.7,21.0,1.56,0.665,1650,Light Disaster Utility (4WD),525.1,1073.3,548.1,0.468,Active Landslide Clearance / Road Blockage
91.57,20.0,31.4,89.85,1.0,4170,Refrigerated Medical Van,274.7,837.7,563.0,0.835,Torrential Rainfall & Reduced Visibility
92.3,15.0,31.4,60.4,0.958,4170,Heavy Supply Truck (16T),369.2,1027.2,658.0,0.761,Torrential Rainfall & Reduced Visibility
135.41,20.0,14.5,37.02,0.334,1550,4x4 Hill Freight Carrier,406.2,571.6,165.3,0.289,Standard Mountain Traffic Flow
79.59,51.7,12.8,25.41,0.461,240,Light Disaster Utility (4WD),92.3,186.5,94.2,0.361,Active Landslide Clearance / Road Blockage
305.35,33.8,8.5,15.03,0.301,350,Heavy Supply Truck (16T),542.8,683.8,141.0,0.233,Standard Mountain Traffic Flow
262.07,51.7,22.0,14.06,0.658,1400,Light Disaster Utility (4WD),303.9,782.8,479.0,0.482,Active Landslide Clearance / Road Blockage
55.66,22.5,16.0,0.04,0.364,2100,Heavy Supply Truck (16T),148.4,187.0,38.5,0.255,Standard Mountain Traffic Flow
128.25,22.5,26.5,40.39,0.693,2450,Heavy Supply Truck (16T),342.0,693.7,351.7,0.545,Steep Mountain Grade & Hairpin Bends
72.61,45.0,12.8,16.63,0.527,240,4x4 Hill Freight Carrier,96.8,153.7,56.9,0.394,Standard Mountain Traffic Flow
70.8,34.5,24.2,112.42,1.0,3200,Light Disaster Utility (4WD),123.1,389.4,266.2,0.869,Torrential Rainfall & Reduced Visibility
193.55,33.8,22.0,11.97,0.65,1400,Heavy Supply Truck (16T),344.1,618.2,274.1,0.473,Steep Mountain Grade & Hairpin Bends
355.01,45.0,8.5,6.4,0.246,350,4x4 Hill Freight Carrier,473.4,549.0,75.7,0.182,Standard Mountain Traffic Flow
50.03,30.0,16.0,32.69,0.502,2100,Refrigerated Medical Van,100.1,180.6,80.5,0.4,Standard Mountain Traffic Flow
250.94,45.0,4.2,6.14,0.179,95,4x4 Hill Freight Carrier,334.6,369.0,34.4,0.134,Standard Mountain Traffic Flow
